1e-10,3,0.20745275455
1e-10,4,0.39354165455
1e-10,5,0.45113025455
1e-10,6,0.19338805455
1e-10,7,0.17391925455
1e-10,8,0.14439925455
1e-10,9,0.14376635455
1e-10,10,0.12695455455
1e-09,3,0.20701325455
1e-09,4,0.90743065455
1e-09,5,1.04316365455
1e-09,6,0.42978895455
1e-09,7,0.36331935455
1e-09,8,0.34024365455
1e-09,9,0.30757465455
1e-09,10,0.30240655455
1e-08,3,0.44902805455
1e-08,4,0.88549725455
1e-08,5,0.47032285455
1e-08,6,0.19636945455
1e-08,7,0.16212025455
1e-08,8,0.14394275455
1e-08,9,0.13946685455
1e-08,10,0.13149415455
1e-07,3,0.21434295455
1e-07,4,0.40408195455
1e-07,5,0.45700905455
1e-07,6,0.19651755455
1e-07,7,0.17154255455
1e-07,8,0.14579905455
1e-07,9,0.14079225455
1e-07,10,0.12967725455
1e-06,3,0.22877815455
1e-06,4,0.48742855455
1e-06,5,0.38140375455
1e-06,6,0.21016275455
1e-06,7,0.17488155455
1e-06,8,0.13910175455
1e-06,9,0.13342185455
1e-06,10,0.13133835455
1e-05,3,0.32527045455
1e-05,4,0.33066155455
1e-05,5,0.31407985455
1e-05,6,0.42973585455
1e-05,7,0.17289785455
1e-05,8,0.14766975455
1e-05,9,0.13619775455
1e-05,10,0.13421325455
0.0001,3,0.35491925455
0.0001,4,0.44969105455
0.0001,5,0.24499565455
0.0001,6,0.24724885455
0.0001,7,0.18238525455
0.0001,8,0.14168805455
0.0001,9,0.14262525455
0.0001,10,0.13883765455
0.001,3,0.63032945455
0.001,4,0.47124765455
0.001,5,0.43738535455
0.001,6,0.25817005455
0.001,7,0.17399205455
0.001,8,0.14317515455
0.001,9,0.13835045455
0.001,10,0.12652775455
0.01,3,0.29961155455
0.01,4,0.43816405455
0.01,5,0.28393305455
0.01,6,0.22767975455
0.01,7,0.17442495455
0.01,8,0.13909315455
0.01,9,0.14170895455
0.01,10,0.12998085455
0.1,3,0.28717805455
0.1,4,0.38961965455
0.1,5,0.32683735455
0.1,6,0.30782175455
0.1,7,0.19983245455
0.1,8,0.17671055455
0.1,9,0.16472635455
0.1,10,0.15788315455
1,3,0.23589715455
1,4,0.52262965455
1,5,0.43953785455
1,6,0.20977265455
1,7,0.17485885455
1,8,0.15208715455
1,9,0.14232625455
1,10,0.12276155455
10,3,0.30954185455
10,4,0.40875635455
10,5,0.21510055455
10,6,0.22261705455
10,7,0.15987255455
10,8,0.14625175455
10,9,0.13827695455
10,10,0.13052975455
100,3,0.12500775455
100,4,0.12531605455
100,5,0.11560895455
100,6,0.11615575455
100,7,0.11529685455
100,8,0.11734905455
100,9,0.11336885455
100,10,0.11246045455
1000,3,0.08929285455
1000,4,0.09057085455
1000,5,0.08933575455
1000,6,0.09485545455
1000,7,0.09284555455
1000,8,0.09508635455
1000,9,0.09262755455
1000,10,0.08887695455
10000,3,0.07555955455
10000,4,0.07682635455
10000,5,0.07727725455
10000,6,0.06984645455
10000,7,0.07081485455
10000,8,0.06670745455
10000,9,0.07342075455
10000,10,0.07528995455
100000,3,0.06698275455
100000,4,0.06663105455
100000,5,0.06806015455
100000,6,0.06096915455
100000,7,0.06727415455
100000,8,0.06728005455
100000,9,0.06942405455
100000,10,0.07011515455
