1e-10,3,0,1,1985.53368989751,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,-1,11375462190913.7
1e-10,3,1,0.999682030886901,313.492198804558,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,2.34985650098135e-23,11375462190913.7
1e-10,3,2,0.991383846802932,101.411786561165,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,4.80729334099686e-12,11375462190913.7
1e-10,3,3,0.4699165348217,84.5719816217834,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,1.73162165344736e-08,11375462190913.7
1e-10,3,4,0.346248819169816,28.706309265262,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,1.29575693850786e-06,11375462190913.7
1e-10,3,5,0.0936782029505562,12.1503700029204,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,1.15589646206705e-05,11375462190913.7
1e-10,3,6,0.0134946712795703,0.897768681473776,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,4.02970912137308e-05,11375462190913.7
1e-10,3,7,0.00211818703509174,2.33417043985835,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.000100767592582871,11375462190913.7
1e-10,3,8,0.00211474497379438,0.144812962795456,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.000318221264139573,11375462190913.7
1e-10,3,9,0.000393288573443851,0.0258782085185789,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.000535761049178428,11375462190913.7
1e-10,3,10,0.000274655185000068,0.159530759449773,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.00105898380244727,11375462190913.7
1e-10,3,11,5.20888363196537e-05,0.00315846645266834,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.00145906067639026,11375462190913.7
1e-10,3,12,1.88285094475002e-06,0.000139929940988908,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.0014457031289247,11375462190913.7
1e-10,3,13,1.88062803857622e-06,0.000304329067521497,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.00239031779648243,11375462190913.7
1e-10,3,14,4.8343529525571e-10,3.18465725671859e-07,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.00112942327734076,11375462190913.7
1e-10,3,15,3.99663152036418e-10,5.06384229698975e-07,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.0017310663699087,11375462190913.7
1e-10,3,16,2.53225042886979e-10,1.96466343235758e-08,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.00243302000485835,11375462190913.7
1e-10,3,17,2.50273080297201e-10,1.41302723729887e-07,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.00346180576590548,11375462190913.7
1e-10,3,18,1.22557773193426e-10,1.04366489224255e-08,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.00438082108060657,11375462190913.7
1e-10,3,19,4.64703211020281e-11,3.62301077580705e-09,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.00526442563976605,11375462190913.7
1e-10,3,20,3.80211911350027e-11,1.58626344064149e-08,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.00670761999029251,11375462190913.7
1e-10,3,21,1.99479132688108e-11,2.4602782910977e-08,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.00800546033669517,11375462190913.7
1e-10,3,22,1.94694806486814e-11,4.83223261210818e-09,3.70147675618913,7071068104.64799,7.87918265049544,206224953727.778,0.00994783259808892,11375462190913.7
